"";"cena";"waluta";"Oferta.od";"Kategoria";"Marka.pojazdu";"Model.pojazdu";"Generacja";"Rok.produkcji";"Przebieg";"Pojemnoœæ.skokowa";"Rodzaj.paliwa";"Moc";"Skrzynia.biegów";"Napêd";"Typ";"Liczba.drzwi";"Liczba.miejsc";"Kolor";"Metalik";"Faktura.VAT";"Kraj.pochodzenia";"Pierwszy.w³aœciciel";"Serwisowany.w.ASO";"Stan";"VIN";"Wersja";"Emisja.CO2";"VAT.mar¿a";"Mo¿liwoœæ.finansowania";"Bezwypadkowy";"Okres.gwarancji.producenta";"lub.do..przebieg.km.";"Pierwsza.rejestracja";"Zarejestrowany.w.Polsce";"Per³owy";"Numer.rejestracyjny.pojazdu";"Leasing";"Gwarancja.dealerska..w.cenie.";"Tuning";"Filtr.cz¹stek.sta³ych";"Uszkodzony";"Miesiêczna.rata";"Akryl..niemetalizowany.";"Homologacja.ciê¿arowa";"Kierownica.po.prawej..Anglik.";"Op³ata.pocz¹tkowa";"Liczba.pozosta³ych.rat";"Wartoœæ.wykupu";"Var.26";"Var.27";"Var.28";"Var.29";"Var.30";"Var.31";"Var.32";"Var.33";"Var.25";"Var.34";"Var.35";"Matowy";"Zarejestrowany.jako.zabytek";"Warranty.if.agreed.with.the.buyer"
"9404";11900;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"Getz";NA;2009;"79 000 km";"1 399 cm3";"Benzyna";"97 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Niebieski";"Tak";NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.4";"154 g/km";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9405";204499;"PLN";"Firmy";"Osobowe";"Hyundai";"Santa Fe";"III (2012-)";2020;"1 km";"1 995 cm3";"Diesel";"185 KM";"Automatyczna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Bia³y";"Tak";"Tak";"Polska";NA;NA;"Nowe";NA;NA;NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9406";7900;"PLN";"Firmy";"Osobowe";"Hyundai";"Accent";NA;2007;"163 582 km";"1 400 cm3";"Benzyna";"97 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";3;5;"Szary";"Tak";NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9407";39600;"PLN";"Firmy";"Osobowe";"Hyundai";"i20";"II (2014-)";2018;"40 300 km";"1 248 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Srebrny";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.2 BlueDrive Classic +";"109 g/km";NA;NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9408";76399;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"III (2017-)";2020;"1 km";"1 498 cm3";"Benzyna";"110 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Srebrny";"Tak";"Tak";"Polska";NA;NA;"Nowe";NA;NA;NA;NA;"Tak";"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9409";57599;"PLN";"Firmy";"Osobowe";"Hyundai";"i20";"II (2014-)";2020;"1 km";"1 248 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Srebrny";"Tak";"Tak";"Polska";NA;NA;"Nowe";NA;NA;NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9410";57599;"PLN";"Firmy";"Osobowe";"Hyundai";"i20";"II (2014-)";2020;"1 km";"1 248 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Czerwony";NA;"Tak";"Polska";NA;NA;"Nowe";NA;NA;NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9411";110799;"PLN";"Firmy";"Osobowe";"Hyundai";"Tucson";"II (2015-)";2020;"1 km";"1 591 cm3";"Benzyna";"132 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Inny kolor";"Tak";"Tak";"Polska";NA;NA;"Nowe";NA;NA;NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9412";94200;"PLN";"Firmy";"Osobowe";"Hyundai";"Tucson";"II (2015-)";2020;"1 km";"1 591 cm3";"Benzyna";"132 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Z³oty";"Tak";"Tak";"Polska";NA;NA;"Nowe";"Wyœwietl VIN";"1.6 GDI BlueDrive Comfort 2WD";NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;"Tak";"60 miesiêcy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9413";57599;"PLN";"Firmy";"Osobowe";"Hyundai";"i20";"II (2014-)";2020;"1 km";"1 248 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Czerwony";"Tak";"Tak";"Polska";NA;NA;"Nowe";NA;NA;NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9414";44999;"PLN";"Firmy";"Osobowe";"Hyundai";"i10";"II (2013-)";2020;NA;"998 cm3";"Benzyna";"67 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Czerwony";NA;"Tak";"Polska";NA;NA;"Nowe";NA;NA;NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9415";94199;"PLN";"Firmy";"Osobowe";"Hyundai";"Tucson";"II (2015-)";2020;"1 km";"1 598 cm3";"Benzyna";"136 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Bia³y";NA;"Tak";"Polska";NA;NA;"Nowe";NA;NA;NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9416";74999;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"Tucson";"II (2015-)";2017;"53 000 km";"1 685 cm3";"Diesel";"141 KM";"Automatyczna";"Na przednie ko³a";"SUV";5;5;"Z³oty";"Tak";NA;NA;"Tak";NA;"U¿ywane";"Wyœwietl VIN";"1.7 CRDI BlueDrive Comfort 2WD DCT";"129 g/km";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9417";94500;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"Tucson";"II (2015-)";2018;"7 000 km";"1 600 cm3";"Benzyna";"177 KM";"Automatyczna";"Na przednie ko³a";"SUV";5;5;"Inny kolor";"Tak";NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;NA;"Tak";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9418";64900;"PLN";"Firmy";"Osobowe";"Hyundai";"Tucson";"II (2015-)";2016;"187 045 km";"1 995 cm3";"Diesel";"136 KM";"Manualna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Srebrny";NA;NA;NA;"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"2.0 CRDI Style 4WD";"139 g/km";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9419";155246;"PLN";"Firmy";"Osobowe";"Hyundai";"Tucson";"II (2015-)";2021;"1 km";"1 598 cm3";"Benzyna";"150 KM";"Automatyczna";"Na przednie ko³a";"SUV";5;5;"Szary";"Tak";"Tak";"Polska";NA;NA;"Nowe";NA;"1.6 T-GDi 48V Platinum 2WD DCT";NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9420";62900;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"III (2017-)";2020;"15 000 km";"1 498 cm3";"Benzyna";"110 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Bia³y";NA;"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.5 DPI Classic +";NA;NA;"Tak";"Tak";"12/06/2025";NA;"12/06/2020";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9421";39900;"PLN";"Firmy";"Osobowe";"Hyundai";"i20";"II (2014-)";2018;"65 000 km";"1 248 cm3";"Benzyna";"85 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Bia³y";NA;NA;NA;"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9422";8000;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"i10";"I (2008-2013)";2008;"252 887 km";"1 086 cm3";"Benzyna+LPG";"66 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Czerwony";NA;NA;"Niemcy";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.1 Classic";"119 g/km";NA;NA;"Tak";NA;NA;"29/08/2008";"Tak";NA;"SRB1JR8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9423";21000;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"Santa Fe";"II (2006-2012)";2006;"281 000 km";"2 188 cm3";"Diesel";"150 KM";"Automatyczna";"4x4 (sta³y)";"SUV";5;5;"Czarny";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"2.2 CRDi Executive";"214 g/km";NA;NA;NA;NA;NA;"01/04/2006";"Tak";"Tak";"gda16492";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9424";7900;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"i10";"I (2008-2013)";2010;"139 000 km";"1 248 cm3";"Benzyna";"78 KM";"Manualna";NA;"Auta ma³e";5;NA;"Szary";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;NA;NA;NA;"28/12/2010";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9425";19900;"PLN";"Firmy";"Osobowe";"Hyundai";"i20";"II (2014-)";2015;"222 926 km";"1 396 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Srebrny";"Tak";"Tak";"Polska";"Tak";NA;"U¿ywane";"Wyœwietl VIN";"1.4 CRDi Classic +";"106 g/km";NA;"Tak";NA;NA;NA;"28/01/2016";"Tak";NA;"PZ488US";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9426";7800;"PLN";"Firmy";"Osobowe";"Hyundai";"Getz";NA;2008;"171 000 km";"1 399 cm3";"Benzyna";"97 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";3;5;"Czerwony";NA;NA;"Niemcy";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.4 Fan";"137 g/km";"Tak";NA;NA;NA;NA;"10/11/2008";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9427";14900;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"I (2007-2012)";2008;"188 000 km";"1 582 cm3";"Diesel";"116 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Czerwony";NA;NA;"Niemcy";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.6 CRDI";"119 g/km";"Tak";NA;NA;NA;NA;"08/07/2008";"Tak";NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9428";54900;"PLN";"Firmy";"Osobowe";"Hyundai";"i40";NA;2016;"49 800 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Niebieski";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI Comfort";"149 g/km";NA;"Tak";"Tak";NA;NA;"02/06/2016";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9429";167076;"PLN";"Firmy";"Osobowe";"Hyundai";"Tucson";"II (2015-)";2021;"1 km";"1 598 cm3";"Hybryda";"180 KM";"Automatyczna";"Na przednie ko³a";"SUV";5;5;"Szary";"Tak";"Tak";"Polska";NA;NA;"Nowe";NA;"1.6 T-GDi HEV Executive 2WD";NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9430";68600;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"III (2017-)";2020;"5 km";"1 498 cm3";"Benzyna";"110 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Czerwony";NA;"Tak";NA;"Tak";NA;"Nowe";"Wyœwietl VIN";NA;NA;NA;"Tak";"Tak";"28/01/2026";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;"958,84 PLN";"Tak";NA;NA;"14 320 PLN";36;"37 391,03 PLN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9431";4900;"PLN";"Firmy";"Osobowe";"Hyundai";"Matrix";NA;2006;"174 679 km";"1 599 cm3";"Benzyna";"103 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Inny kolor";"Tak";NA;"Niemcy";NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9432";25800;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"ix20";NA;2015;"154 000 km";"1 582 cm3";"Diesel";"116 KM";"Manualna";"Na przednie ko³a";"Minivan";5;5;"Czarny";NA;NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 CRDi blue";"115 g/km";"Tak";NA;"Tak";NA;NA;"01/10/2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9433";69500;"PLN";"Firmy";"Osobowe";"Hyundai";"Tucson";"II (2015-)";2016;"122 500 km";"1 995 cm3";"Diesel";"136 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Bia³y";"Tak";NA;"Belgia";NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";"Tak";NA;NA;NA;"26/11/2016";NA;NA;NA;NA;"3 miesiêcy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9434";38999;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"II (2012-)";2017;"60 000 km";"1 368 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czarny";"Tak";NA;"Niemcy";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9435";14900;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"I (2007-2012)";2007;"205 000 km";"1 582 cm3";"Diesel";"115 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czarny";"Tak";NA;"Niemcy";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.6 CRDi Comfort";"125 g/km";"Tak";NA;"Tak";NA;NA;"27/09/2007";"Tak";NA;"FZA60649";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9436";25900;"PLN";"Firmy";"Osobowe";"Hyundai";"ix20";NA;2011;"114 000 km";"1 396 cm3";"Benzyna";"90 KM";"Manualna";"Na przednie ko³a";"Minivan";5;5;"Bia³y";NA;NA;"Niemcy";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.4 Comfort";"140 g/km";"Tak";NA;"Tak";NA;NA;"27/12/2011";"Tak";NA;"FZA39694";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9437";61900;"PLN";"Firmy";"Osobowe";"Hyundai";"i20";"II (2014-)";2020;"180 km";"1 197 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Bordowy";NA;NA;NA;"Tak";NA;"U¿ywane";"Wyœwietl VIN";"1.2 Comfort";NA;NA;NA;"Tak";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9438";48300;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"III (2017-)";2018;"46 680 km";"1 400 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czarny";"Tak";"Tak";"Polska";NA;NA;"U¿ywane";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9439";111500;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"III (2017-)";2021;NA;"1 482 cm3";"Benzyna";"160 KM";"Automatyczna";"Na przednie ko³a";"Sedan";5;5;"Bia³y";NA;"Tak";"Polska";"Tak";NA;"Nowe";"Wyœwietl VIN";NA;NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9440";59500;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"III (2017-)";2019;"38 000 km";"1 400 cm3";"Benzyna";"140 KM";"Automatyczna";"Na przednie ko³a";"Auta miejskie";5;5;"Br¹zowy";"Tak";"Tak";"Polska";NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9441";61900;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"III (2017-)";2020;"3 500 km";"1 498 cm3";"Benzyna";"110 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Inny kolor";NA;NA;NA;"Tak";NA;"U¿ywane";"Wyœwietl VIN";"1.5 DPI Classic +";NA;NA;NA;"Tak";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9442";15500;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"Tucson";"I (2004-2010)";2006;"246 600 km";"1 991 cm3";"Diesel";"113 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Czarny";"Tak";NA;"Niemcy";NA;NA;"U¿ywane";"Wyœwietl VIN";"2.0 CRDi Active";"184 g/km";NA;NA;"Tak";NA;NA;"06/01/2006";"Tak";NA;"DWR7692J";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9443";35000;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"i20";"II (2014-)";2017;"49 000 km";"1 248 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Bia³y";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.2 Classic +";"119 g/km";NA;NA;NA;NA;NA;"08/02/2018";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9444";89400;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"ix55";NA;2012;"24 600 km";"2 959 cm3";"Diesel";"240 KM";"Automatyczna";"4x4 (sta³y)";"SUV";5;7;"Bia³y";NA;NA;"Kanada";NA;NA;"U¿ywane";"Wyœwietl VIN";"3.0 V6 CRDi Executive";"249 g/km";NA;NA;"Tak";NA;NA;"21/05/2012";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9445";72500;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"III (2017-)";2020;"5 km";"1 498 cm3";"Benzyna";"110 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Szary";NA;NA;NA;NA;NA;"Nowe";NA;"1.5 DPI Comfort";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9446";5499;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"Matrix";NA;2001;"135 000 km";"1 599 cm3";"Benzyna";"103 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Szary";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;"Tak";NA;NA;"10/04/2001";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9447";52300;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"III (2017-)";2019;"31 708 km";"1 368 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Niebieski";NA;"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.4 Classic +";NA;NA;"Tak";NA;NA;NA;"11/06/2019";"Tak";NA;"GD319TT";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9448";82900;"PLN";"Firmy";"Osobowe";"Hyundai";"Kona";NA;2020;"5 km";"998 cm3";"Benzyna";"120 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Szary";NA;NA;NA;NA;NA;"Nowe";NA;"1.0 T-GDI Style";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9449";36900;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"II (2012-)";2016;"68 000 km";"1 400 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Bia³y";NA;NA;NA;"Tak";NA;"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9450";31900;"PLN";"Firmy";"Osobowe";"Hyundai";"Veloster";NA;2011;"197 000 km";"1 591 cm3";"Benzyna";"140 KM";"Manualna";"Na przednie ko³a";"Coupe";4;4;"Szary";"Tak";"Tak";"Szwajcaria";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI Premium";"148 g/km";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9451";17900;"PLN";"Firmy";"Osobowe";"Hyundai";"i20";"I (2008-2014)";2011;"115 000 km";"1 248 cm3";"Benzyna";"78 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Czarny";"Tak";NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;NA;NA;NA;"10/08/2011";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
